perf,e,d,seed
0.7019173749159704,1.0,1e-05,42
0.681938742437338,1.0,1e-05,43
0.6959212642850283,1.0,1e-05,44
0.6222696389128973,1.0,1e-05,45
0.7199597258234899,1.0,1e-05,46
